pref	genome	rate	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumo_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	prophasm	23	na	runsapprox	21.67	0.22	21.42	99%	487804	0	0	21.679381
spneumo_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.6	prophasm	23	na	default	3.43	0.29	4.88	150%	237356	0	0	3.618627
spneumo_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.6	prophasm	23	na	ones	17.48	0.16	17.20	99%	72272	95384	0	17.491693
spneumo_pangenome_k32.r_0.6.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	prophasm	23	na	runsapprox	28.19	0.37	27.76	99%	541384	0	0	28.193717
spneumo_pangenome_k32.r_0.7.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.7	prophasm	23	na	default	2.52	0.20	3.64	151%	214212	0	0	2.678148
spneumo_pangenome_k32.r_0.7.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.7	prophasm	23	na	ones	15.20	0.09	15.06	99%	72272	87216	0	15.211697
spneumo_pangenome_k32.r_0.7.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	prophasm	23	na	runsapprox	31.11	0.40	30.57	99%	590976	0	0	31.118206
spneumo_pangenome_k32.r_0.8.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.8	prophasm	23	na	default	2.30	0.15	3.12	142%	175544	0	0	2.426252
spneumo_pangenome_k32.r_0.8.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.8	prophasm	23	na	ones	10.35	0.11	10.19	99%	141080	72432	0	10.359448
spneumo_pangenome_k32.r_0.8.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	prophasm	23	na	runsapprox	22.08	0.31	21.70	99%	840396	0	0	22.091673
spneumo_pangenome_k32.r_0.9.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.9	prophasm	23	na	default	1.52	0.11	2.14	148%	121484	0	0	1.610922
spneumo_pangenome_k32.r_0.9.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.9	prophasm	23	na	ones	8.06	0.08	7.95	99%	141080	51064	0	8.064535
spneumo_pangenome_k32.r_0.9.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	prophasm	23	na	runsapprox	14.68	0.26	14.37	99%	884940	0	0	14.689159
spneumo_pangenome_k32.r_1.0.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	1.0	prophasm	23	na	default	0.48	0.05	0.62	139%	49480	0	0	0.529955
spneumo_pangenome_k32.r_1.0.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	1.0	prophasm	23	na	ones	4.50	0.05	4.42	99%	141080	23176	0	4.503647
spneumo_pangenome_k32.r_1.0.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	prophasm	23	na	runsapprox	11.81	0.36	11.39	99%	928216	0	0	11.817169
spneumo_pangenome_k32.r_0.000000001.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.000000001	eulertigs	31	na	default	Command exited with non-zero status 120	0.085594	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.000000001.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.000000001	eulertigs	31	na	ones	0.00	0.00	0.00	100%	4052	0	0	0.006255
spneumo_pangenome_k32.r_0.000000001.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	eulertigs	31	na	runsapprox	0.00	0.00	0.00	50%	4176	0	0	0.004531
spneumo_pangenome_k32.r_0.0001.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.0001	eulertigs	31	na	default	Command exited with non-zero status 120	0.089663	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.0001.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.0001	eulertigs	31	na	ones	0.00	0.00	0.00	100%	4072	0	0	0.01186
spneumo_pangenome_k32.r_0.0001.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	eulertigs	31	na	runsapprox	0.00	0.00	0.00	100%	4304	0	0	0.011759
spneumo_pangenome_k32.r_0.001.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.001	eulertigs	31	na	default	Command exited with non-zero status 120	0.088596	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.001.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.001	eulertigs	31	na	ones	0.03	0.00	0.03	97%	4216	0	0	0.042109
spneumo_pangenome_k32.r_0.001.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	eulertigs	31	na	runsapprox	0.05	0.00	0.05	100%	5028	0	0	0.062421
spneumo_pangenome_k32.r_0.01.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.01	eulertigs	31	na	default	Command exited with non-zero status 120	0.250419	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.01.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.01	eulertigs	31	na	ones	0.45	0.00	0.45	98%	5220	0	0	0.460823
spneumo_pangenome_k32.r_0.01.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	eulertigs	31	na	runsapprox	0.63	0.00	0.62	99%	13828	0	0	0.636995
spneumo_pangenome_k32.r_0.05.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.05	eulertigs	31	na	default	Command exited with non-zero status 120	0.990618	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.05.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.05	eulertigs	31	na	ones	2.04	0.02	1.99	98%	12632	0	0	2.051247
spneumo_pangenome_k32.r_0.05.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	eulertigs	31	na	runsapprox	2.74	0.02	2.71	99%	63436	0	0	2.74703
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.1	eulertigs	31	na	default	Command exited with non-zero status 120	1.64367	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.1	eulertigs	31	na	ones	5.42	0.05	5.35	99%	21080	0	0	5.427229
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	eulertigs	31	na	runsapprox	7.38	0.09	7.27	99%	122276	0	0	7.384394
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.2	eulertigs	31	na	default	Command exited with non-zero status 120	2.066429	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.2	eulertigs	31	na	ones	11.14	0.08	10.98	99%	37984	0	0	11.148642
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	eulertigs	31	na	runsapprox	15.87	0.15	15.69	99%	239608	0	0	15.876234
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.3	eulertigs	31	na	default	Command exited with non-zero status 120	2.952129	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.3	eulertigs	31	na	ones	18.19	0.11	18.00	99%	37988	0	0	18.193273
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	eulertigs	31	na	runsapprox	31.51	0.30	31.08	99%	306040	0	0	31.518029
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.4	eulertigs	31	na	default	Command exited with non-zero status 120	4.412893	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.4	eulertigs	31	na	ones	18.55	0.11	18.41	99%	72256	0	0	18.552875
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	eulertigs	31	na	runsapprox	32.44	0.23	32.14	99%	471244	0	0	32.447265
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.5	eulertigs	31	na	default	Command exited with non-zero status 120	4.168036	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.5	eulertigs	31	na	ones	23.55	0.20	23.19	99%	72260	0	0	23.55648
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	eulertigs	31	na	runsapprox	41.28	0.37	40.78	99%	539088	0	0	41.283489
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.6	eulertigs	31	na	default	Command exited with non-zero status 120	4.523181	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.6	eulertigs	31	na	ones	26.57	0.13	26.39	99%	72456	0	0	26.583776
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	eulertigs	31	na	runsapprox	46.05	0.36	45.59	99%	595396	0	0	46.057709
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.7	eulertigs	31	na	default	Command exited with non-zero status 120	3.214201	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.7	eulertigs	31	na	ones	18.62	0.12	18.41	99%	141068	0	0	18.631894
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	eulertigs	31	na	runsapprox	29.58	0.35	29.13	99%	854680	0	0	29.58775
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.8	eulertigs	31	na	default	Command exited with non-zero status 120	2.760734	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.8	eulertigs	31	na	ones	14.17	0.12	14.02	99%	141068	0	0	14.182342
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	eulertigs	31	na	runsapprox	30.62	0.36	30.11	99%	910320	0	0	30.624595
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.9	eulertigs	31	na	default	Command exited with non-zero status 120	2.109174	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.9	eulertigs	31	na	ones	12.22	0.10	12.05	99%	141068	0	0	12.224707
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	eulertigs	31	na	runsapprox	25.42	0.43	24.86	99%	1068316	0	0	25.425549
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_31.d_na.M_default	spneumo_pangenome_k32	1.0	eulertigs	31	na	default	Command exited with non-zero status 120	0.444547	na	na	na	na	na	na
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_31.d_na.M_ones	spneumo_pangenome_k32	1.0	eulertigs	31	na	ones	4.86	0.04	4.81	99%	141068	0	0	4.871646
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	eulertigs	31	na	runsapprox	11.78	0.27	11.45	99%	1064176	0	0	11.786966
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.000000001	greedytigs	31	na	default	Command exited with non-zero status 120	0.08181	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.000000001	greedytigs	31	na	ones	0.00	0.00	0.00	100%	4052	0	0	0.006462
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	greedytigs	31	na	runsapprox	0.00	0.00	0.00	100%	4176	0	0	0.003981
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.0001	greedytigs	31	na	default	Command exited with non-zero status 120	0.086245	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.0001	greedytigs	31	na	ones	0.00	0.00	0.00	100%	4072	0	0	0.010181
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	greedytigs	31	na	runsapprox	0.00	0.00	0.00	100%	4304	0	0	0.01192
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.001	greedytigs	31	na	default	Command exited with non-zero status 120	0.084788	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.001	greedytigs	31	na	ones	0.04	0.00	0.03	97%	4216	0	0	0.047034
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	greedytigs	31	na	runsapprox	0.05	0.00	0.04	98%	5028	0	0	0.057771
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.01	greedytigs	31	na	default	Command exited with non-zero status 120	0.210623	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.01	greedytigs	31	na	ones	0.34	0.00	0.34	100%	5220	0	0	0.351191
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	greedytigs	31	na	runsapprox	0.71	0.01	0.69	99%	13828	0	0	0.720991
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.05	greedytigs	31	na	default	Command exited with non-zero status 120	0.814584	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.05	greedytigs	31	na	ones	2.17	0.03	2.11	98%	12632	0	0	2.175266
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	greedytigs	31	na	runsapprox	3.18	0.07	3.08	99%	63436	0	0	3.191206
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.1	greedytigs	31	na	default	Command exited with non-zero status 120	1.346527	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.1	greedytigs	31	na	ones	4.09	0.03	4.05	99%	21080	0	0	4.093606
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	greedytigs	31	na	runsapprox	5.74	0.10	5.63	99%	122328	0	0	5.743655
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.2	greedytigs	31	na	default	Command exited with non-zero status 120	1.993922	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.2	greedytigs	31	na	ones	11.14	0.15	10.89	99%	37988	0	0	11.150377
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	greedytigs	31	na	runsapprox	18.53	0.15	18.34	99%	239760	0	0	18.538258
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.3	greedytigs	31	na	default	Command exited with non-zero status 120	2.852525	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.3	greedytigs	31	na	ones	17.79	0.13	17.54	99%	37988	0	0	17.799741
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	greedytigs	31	na	runsapprox	28.57	0.27	28.22	99%	306008	0	0	28.572594
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.4	greedytigs	31	na	default	Command exited with non-zero status 120	3.763699	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.4	greedytigs	31	na	ones	16.11	0.07	16.01	99%	72256	0	0	16.118823
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	greedytigs	31	na	runsapprox	28.57	0.25	28.28	99%	471236	0	0	28.581562
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.5	greedytigs	31	na	default	Command exited with non-zero status 120	4.67276	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.5	greedytigs	31	na	ones	22.75	0.09	22.57	99%	72260	0	0	22.760341
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	greedytigs	31	na	runsapprox	33.37	0.31	33.00	99%	539116	0	0	33.379411
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.6	greedytigs	31	na	default	Command exited with non-zero status 120	3.660394	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.6	greedytigs	31	na	ones	24.73	0.12	24.50	99%	72260	0	0	24.742788
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	greedytigs	31	na	runsapprox	45.61	0.39	45.04	99%	595484	0	0	45.614824
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.7	greedytigs	31	na	default	Command exited with non-zero status 120	3.613434	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.7	greedytigs	31	na	ones	19.94	0.13	19.76	99%	141068	0	0	19.95176
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	greedytigs	31	na	runsapprox	30.63	0.34	30.19	99%	855004	0	0	30.633588
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.8	greedytigs	31	na	default	Command exited with non-zero status 120	2.501308	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.8	greedytigs	31	na	ones	15.57	0.08	15.46	99%	141068	0	0	15.576826
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	greedytigs	31	na	runsapprox	30.09	0.33	29.65	99%	911600	0	0	30.099683
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.9	greedytigs	31	na	default	Command exited with non-zero status 120	1.673254	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.9	greedytigs	31	na	ones	11.66	0.09	11.54	99%	141068	0	0	11.671529
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	greedytigs	31	na	runsapprox	25.49	0.36	25.08	99%	1074112	0	0	25.500783
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_31.d_na.M_default	spneumo_pangenome_k32	1.0	greedytigs	31	na	default	Command exited with non-zero status 120	0.337988	na	na	na	na	na	na
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_31.d_na.M_ones	spneumo_pangenome_k32	1.0	greedytigs	31	na	ones	4.81	0.03	4.77	99%	141068	0	0	4.821816
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	greedytigs	31	na	runsapprox	12.03	0.40	11.59	99%	1092088	0	0	12.037434
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.000000001	matchtigs	31	na	default	Command exited with non-zero status 120	0.082405	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.000000001	matchtigs	31	na	ones	0.00	0.00	0.00	100%	4052	0	0	0.007019
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	matchtigs	31	na	runsapprox	0.00	0.00	0.00	100%	4176	0	0	0.006996
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.0001	matchtigs	31	na	default	Command exited with non-zero status 120	0.082504	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.0001	matchtigs	31	na	ones	0.00	0.00	0.00	87%	4072	0	0	0.010814
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	matchtigs	31	na	runsapprox	0.00	0.00	0.00	100%	4304	0	0	0.01128
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.001	matchtigs	31	na	default	Command exited with non-zero status 120	0.089624	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.001	matchtigs	31	na	ones	0.04	0.00	0.04	97%	4216	0	0	0.043887
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	matchtigs	31	na	runsapprox	0.06	0.00	0.06	98%	5028	0	0	0.063758
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.01	matchtigs	31	na	default	Command exited with non-zero status 120	0.253122	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.01	matchtigs	31	na	ones	0.43	0.00	0.42	98%	5220	0	0	0.440731
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	matchtigs	31	na	runsapprox	0.64	0.00	0.63	99%	13828	0	0	0.645999
spneumo_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.05	matchtigs	31	na	default	Command exited with non-zero status 120	0.730291	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.05	matchtigs	31	na	ones	2.06	0.01	2.02	98%	12632	0	0	2.071757
spneumo_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	matchtigs	31	na	runsapprox	2.92	0.06	2.85	99%	63436	0	0	2.930765
spneumo_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.1	matchtigs	31	na	default	Command exited with non-zero status 120	1.641115	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.1	matchtigs	31	na	ones	4.89	0.05	4.82	99%	21080	0	0	4.901988
spneumo_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	matchtigs	31	na	runsapprox	5.85	0.08	5.76	99%	122328	0	0	5.853741
spneumo_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.2	matchtigs	31	na	default	Command exited with non-zero status 120	2.549126	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.2	matchtigs	31	na	ones	8.42	0.08	8.33	99%	37984	0	0	8.432719
spneumo_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	matchtigs	31	na	runsapprox	17.17	0.19	16.91	99%	239772	0	0	17.180234
spneumo_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.3	matchtigs	31	na	default	Command exited with non-zero status 120	3.017572	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.3	matchtigs	31	na	ones	25.22	0.13	25.05	99%	37988	0	0	25.227985
spneumo_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	matchtigs	31	na	runsapprox	32.13	0.25	31.80	99%	306032	0	0	32.137979
spneumo_pangenome_k32.r_0.4.S_matchtigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.4	matchtigs	31	na	default	Command exited with non-zero status 120	3.699486	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.4.S_matchtigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.4	matchtigs	31	na	ones	20.42	0.11	20.27	99%	72260	0	0	20.430424
spneumo_pangenome_k32.r_0.4.S_matchtigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	matchtigs	31	na	runsapprox	28.22	0.26	27.90	99%	471252	0	0	28.227752
spneumo_pangenome_k32.r_0.5.S_matchtigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.5	matchtigs	31	na	default	Command exited with non-zero status 120	4.254056	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.5.S_matchtigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.5	matchtigs	31	na	ones	20.84	0.07	20.74	99%	72260	0	0	20.851629
spneumo_pangenome_k32.r_0.5.S_matchtigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	matchtigs	31	na	runsapprox	38.71	0.33	38.31	99%	539060	0	0	38.725034
spneumo_pangenome_k32.r_0.6.S_matchtigs.k_31.d_na.M_default	spneumo_pangenome_k32	0.6	matchtigs	31	na	default	Command exited with non-zero status 120	3.802995	na	na	na	na	na	na
spneumo_pangenome_k32.r_0.6.S_matchtigs.k_31.d_na.M_ones	spneumo_pangenome_k32	0.6	matchtigs	31	na	ones	23.72	0.08	23.56	99%	72260	0	0	23.723454
spneumo_pangenome_k32.r_0.6.S_matchtigs.k_31.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	matchtigs	31	na	runsapprox	46.07	0.28	45.73	99%	595372	0	0	46.079828
