pref	genome	rate	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumo_pangenome_k32.r_0.05.S_eulertigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	eulertigs	23	na	runsapprox	1.64	0.05	1.58	99%	58244	0	0	1.649919
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.1	eulertigs	23	na	default	1.35	0.06	1.84	140%	98028	0	0	1.416818
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.1	eulertigs	23	na	ones	2.98	0.03	2.92	99%	21092	0	0	2.992
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	eulertigs	23	na	runsapprox	6.58	0.10	6.44	99%	114056	33512	0	6.591408
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.2	eulertigs	23	na	default	2.10	0.14	2.98	148%	160864	0	0	2.200988
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.2	eulertigs	23	na	ones	6.48	0.07	6.38	99%	38000	59824	0	6.483827
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	eulertigs	23	na	runsapprox	10.44	0.14	10.24	99%	220964	0	0	10.444113
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.3	eulertigs	23	na	default	3.14	0.20	4.14	138%	205876	0	0	3.276085
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.3	eulertigs	23	na	ones	10.22	0.09	10.06	99%	38000	79064	0	10.22609
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	eulertigs	23	na	runsapprox	18.15	0.20	17.90	99%	276708	0	0	18.159883
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.4	eulertigs	23	na	default	3.07	0.22	4.55	155%	233332	0	0	3.211552
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.4	eulertigs	23	na	ones	11.97	0.16	11.74	99%	72272	91368	0	11.982006
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	eulertigs	23	na	runsapprox	15.97	0.17	15.78	99%	434136	0	0	15.981457
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.5	eulertigs	23	na	default	3.63	0.29	5.05	147%	243628	0	0	3.792004
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.5	eulertigs	23	na	ones	14.39	0.16	14.17	99%	72272	96768	0	14.3962
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	eulertigs	23	na	runsapprox	24.35	0.23	24.00	99%	487256	0	0	24.35734
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.6	eulertigs	23	na	default	4.27	0.35	5.66	140%	237336	0	0	4.492489
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.6	eulertigs	23	na	ones	15.34	0.09	15.21	99%	72268	0	0	15.348414
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	eulertigs	23	na	runsapprox	25.77	0.37	25.31	99%	540964	95792	0	25.779278
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.7	eulertigs	23	na	default	3.24	0.21	4.42	142%	214148	0	0	3.374093
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.7	eulertigs	23	na	ones	19.66	0.17	19.46	99%	72528	87216	0	19.670817
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	eulertigs	23	na	runsapprox	30.32	0.41	29.82	99%	590484	0	0	30.332403
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.8	eulertigs	23	na	default	2.55	0.13	3.52	142%	175584	0	0	2.6747
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.8	eulertigs	23	na	ones	10.35	0.09	10.16	99%	141080	0	0	10.359168
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	eulertigs	23	na	runsapprox	21.17	0.41	20.69	99%	840276	72432	0	21.181717
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.9	eulertigs	23	na	default	1.63	0.10	2.25	144%	121352	0	0	1.726343
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.9	eulertigs	23	na	ones	8.86	0.08	8.74	99%	141080	0	0	8.871842
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	eulertigs	23	na	runsapprox	14.49	0.29	14.17	99%	884716	51064	0	14.496867
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_23.d_na.M_default	spneumo_pangenome_k32	1.0	eulertigs	23	na	default	0.44	0.06	0.59	148%	49680	0	0	0.487943
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_23.d_na.M_ones	spneumo_pangenome_k32	1.0	eulertigs	23	na	ones	5.75	0.09	5.60	99%	141080	21728	0	5.753486
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	eulertigs	23	na	runsapprox	12.32	0.38	11.91	99%	928224	1440	0	12.334268
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.000000001	greedytigs	23	na	default	0.07	0.00	0.06	95%	16140	0	0	0.075169
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.000000001	greedytigs	23	na	ones	0.00	0.00	0.00	57%	4064	8	0	0.010157
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	greedytigs	23	na	runsapprox	0.00	0.00	0.00	100%	4192	0	0	0.005519
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.0001	greedytigs	23	na	default	0.07	0.00	0.06	96%	16228	0	0	0.08047
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.0001	greedytigs	23	na	ones	0.00	0.00	0.00	62%	4084	40	0	0.011073
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	greedytigs	23	na	runsapprox	0.00	0.00	0.00	100%	4316	0	0	0.008784
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.001	greedytigs	23	na	default	0.08	0.03	0.06	103%	17144	0	0	0.095571
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.001	greedytigs	23	na	ones	0.03	0.00	0.03	96%	4228	0	0	0.035144
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	greedytigs	23	na	runsapprox	0.04	0.00	0.03	90%	4988	376	0	0.044047
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.01	greedytigs	23	na	default	0.24	0.03	0.25	116%	24672	0	0	0.264092
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.01	greedytigs	23	na	ones	0.24	0.00	0.23	97%	5228	3680	0	0.250085
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	greedytigs	23	na	runsapprox	0.43	0.01	0.40	97%	13048	0	0	0.438846
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.05	greedytigs	23	na	default	0.81	0.08	0.99	133%	60008	0	0	0.850222
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.05	greedytigs	23	na	ones	1.30	0.00	1.28	98%	12644	17656	0	1.308705
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	greedytigs	23	na	runsapprox	2.52	0.03	2.46	99%	58244	0	0	2.52682
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.1	greedytigs	23	na	default	1.37	0.10	1.83	140%	98028	0	0	1.43823
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.1	greedytigs	23	na	ones	3.25	0.02	3.22	99%	21092	33512	0	3.260666
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	greedytigs	23	na	runsapprox	5.39	0.07	5.30	99%	114056	0	0	5.399913
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.2	greedytigs	23	na	default	2.56	0.20	3.30	136%	160736	0	0	2.671774
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.2	greedytigs	23	na	ones	5.53	0.06	5.44	99%	37996	59824	0	5.532289
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	greedytigs	23	na	runsapprox	12.88	0.21	12.61	99%	220944	0	0	12.890828
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.3	greedytigs	23	na	default	2.94	0.19	4.08	145%	205868	0	0	3.072923
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.3	greedytigs	23	na	ones	9.99	0.13	9.82	99%	37996	79056	0	9.994006
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	greedytigs	23	na	runsapprox	17.33	0.19	17.06	99%	276900	0	0	17.340409
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.4	greedytigs	23	na	default	3.11	0.28	4.53	154%	233416	0	0	3.282598
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.4	greedytigs	23	na	ones	10.74	0.09	10.63	99%	72528	91360	0	10.746407
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	greedytigs	23	na	runsapprox	16.24	0.23	15.99	99%	434140	0	0	16.251936
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.5	greedytigs	23	na	default	4.42	0.33	5.93	141%	243724	0	0	4.643648
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.5	greedytigs	23	na	ones	13.57	0.13	13.40	99%	72272	96736	0	13.579104
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	greedytigs	23	na	runsapprox	25.21	0.29	24.79	99%	487528	0	0	25.214294
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.6	greedytigs	23	na	default	3.68	0.32	5.24	150%	236892	0	0	3.835499
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.6	greedytigs	23	na	ones	16.09	0.16	15.85	99%	72272	95288	0	16.099693
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	greedytigs	23	na	runsapprox	25.77	0.27	25.43	99%	541072	0	0	25.77548
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.7	greedytigs	23	na	default	2.89	0.17	4.10	148%	213660	0	0	3.033439
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.7	greedytigs	23	na	ones	15.92	0.12	15.76	99%	72268	86992	0	15.92855
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	greedytigs	23	na	runsapprox	28.96	0.35	28.50	99%	590812	0	0	28.968735
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.8	greedytigs	23	na	default	2.25	0.15	3.20	148%	174188	0	0	2.381935
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.8	greedytigs	23	na	ones	10.61	0.08	10.47	99%	141080	0	0	10.6223
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	greedytigs	23	na	runsapprox	17.65	0.31	17.31	99%	841660	71936	0	17.658842
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.9	greedytigs	23	na	default	1.48	0.14	2.05	147%	118212	0	0	1.564185
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.9	greedytigs	23	na	ones	7.58	0.09	7.47	99%	141080	50032	0	7.588725
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	greedytigs	23	na	runsapprox	13.98	0.29	13.64	99%	890260	0	0	13.984672
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_23.d_na.M_default	spneumo_pangenome_k32	1.0	greedytigs	23	na	default	0.29	0.04	0.39	149%	41752	0	0	0.341438
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_23.d_na.M_ones	spneumo_pangenome_k32	1.0	greedytigs	23	na	ones	4.39	0.08	4.27	99%	141080	21008	0	4.396997
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	greedytigs	23	na	runsapprox	11.84	0.39	11.40	99%	953636	0	0	11.844055
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.000000001	matchtigs	23	na	default	0.07	0.01	0.06	97%	16136	0	0	0.083344
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.000000001	matchtigs	23	na	ones	0.00	0.00	0.00	80%	4060	8	0	0.009768
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	matchtigs	23	na	runsapprox	0.00	0.00	0.00	100%	4192	0	0	0.006131
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.0001	matchtigs	23	na	default	0.06	0.00	0.05	96%	16228	0	0	0.069499
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.0001	matchtigs	23	na	ones	0.00	0.00	0.00	75%	4084	0	0	0.011294
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	matchtigs	23	na	runsapprox	0.01	0.00	0.00	70%	4316	40	0	0.013395
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.001	matchtigs	23	na	default	0.08	0.01	0.07	103%	17144	0	0	0.09305
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.001	matchtigs	23	na	ones	0.02	0.00	0.02	91%	4228	376	0	0.025613
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	matchtigs	23	na	runsapprox	0.03	0.00	0.03	94%	4988	0	0	0.040623
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.01	matchtigs	23	na	default	0.24	0.03	0.26	120%	24672	0	0	0.257929
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.01	matchtigs	23	na	ones	0.28	0.00	0.27	97%	5228	3680	0	0.285454
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	matchtigs	23	na	runsapprox	0.37	0.01	0.35	98%	13048	0	0	0.376648
spneumo_pangenome_k32.r_0.05.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.05	matchtigs	23	na	default	0.70	0.09	0.93	146%	60008	0	0	0.737852
spneumo_pangenome_k32.r_0.05.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.05	matchtigs	23	na	ones	1.75	0.03	1.69	98%	12644	17656	0	1.753447
spneumo_pangenome_k32.r_0.05.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	matchtigs	23	na	runsapprox	2.07	0.06	1.97	98%	58244	0	0	2.078467
spneumo_pangenome_k32.r_0.1.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.1	matchtigs	23	na	default	1.29	0.09	1.76	143%	98028	0	0	1.356145
spneumo_pangenome_k32.r_0.1.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.1	matchtigs	23	na	ones	2.84	0.04	2.75	98%	21092	33512	0	2.844056
spneumo_pangenome_k32.r_0.1.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	matchtigs	23	na	runsapprox	5.52	0.07	5.40	99%	113868	0	0	5.525647
spneumo_pangenome_k32.r_0.2.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.2	matchtigs	23	na	default	2.26	0.12	3.12	143%	160864	0	0	2.369815
spneumo_pangenome_k32.r_0.2.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.2	matchtigs	23	na	ones	6.37	0.09	6.26	99%	38000	59824	0	6.377319
spneumo_pangenome_k32.r_0.2.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	matchtigs	23	na	runsapprox	10.75	0.11	10.62	99%	220964	0	0	10.755571
spneumo_pangenome_k32.r_0.3.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.3	matchtigs	23	na	default	3.06	0.20	4.13	141%	205876	0	0	3.19671
spneumo_pangenome_k32.r_0.3.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.3	matchtigs	23	na	ones	10.68	0.10	10.53	99%	38000	79064	0	10.692714
spneumo_pangenome_k32.r_0.3.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	matchtigs	23	na	runsapprox	19.08	0.18	18.83	99%	276924	0	0	19.089455
spneumo_pangenome_k32.r_0.7.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.7	matchtigs	23	na	default	3.23	0.18	4.22	136%	214160	0	0	3.375076
spneumo_pangenome_k32.r_0.7.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.7	matchtigs	23	na	ones	16.11	0.20	15.84	99%	72272	87176	0	16.113867
spneumo_pangenome_k32.r_0.7.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	matchtigs	23	na	runsapprox	30.06	0.27	29.69	99%	590604	0	0	30.066496
spneumo_pangenome_k32.r_0.8.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.8	matchtigs	23	na	default	2.44	0.22	3.38	147%	175344	0	0	2.57433
spneumo_pangenome_k32.r_0.8.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.8	matchtigs	23	na	ones	11.22	0.11	11.05	99%	141080	72312	0	11.225705
spneumo_pangenome_k32.r_0.8.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	matchtigs	23	na	runsapprox	18.78	0.33	18.40	99%	840512	0	0	18.792601
spneumo_pangenome_k32.r_0.9.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	0.9	matchtigs	23	na	default	1.33	0.10	2.05	161%	119984	0	0	1.415377
spneumo_pangenome_k32.r_0.9.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	0.9	matchtigs	23	na	ones	8.45	0.13	8.29	99%	141080	50536	0	8.460342
spneumo_pangenome_k32.r_0.9.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	matchtigs	23	na	runsapprox	15.59	0.39	15.13	99%	886496	0	0	15.595384
spneumo_pangenome_k32.r_1.0.S_matchtigs.k_23.d_na.M_default	spneumo_pangenome_k32	1.0	matchtigs	23	na	default	0.27	0.02	0.40	157%	41700	0	0	0.322517
spneumo_pangenome_k32.r_1.0.S_matchtigs.k_23.d_na.M_ones	spneumo_pangenome_k32	1.0	matchtigs	23	na	ones	4.39	0.02	4.34	99%	141080	0	0	4.400487
spneumo_pangenome_k32.r_1.0.S_matchtigs.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	matchtigs	23	na	runsapprox	10.74	0.30	10.39	99%	946356	20720	0	10.752875
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.000000001	prophasm	23	na	default	0.08	0.01	0.06	95%	16136	0	0	0.089526
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.000000001	prophasm	23	na	ones	0.00	0.00	0.00	75%	4064	8	0	0.007311
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	prophasm	23	na	runsapprox	0.00	0.00	0.00	66%	4192	0	0	0.00605
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.0001	prophasm	23	na	default	0.07	0.01	0.06	97%	16228	0	0	0.082642
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.0001	prophasm	23	na	ones	0.00	0.00	0.00	62%	4084	40	0	0.011307
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	prophasm	23	na	runsapprox	0.00	0.00	0.00	77%	4316	0	0	0.012492
spneumo_pangenome_k32.r_0.001.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.001	prophasm	23	na	default	0.08	0.01	0.07	103%	17144	0	0	0.092187
spneumo_pangenome_k32.r_0.001.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.001	prophasm	23	na	ones	0.03	0.00	0.02	93%	4228	0	0	0.033822
spneumo_pangenome_k32.r_0.001.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	prophasm	23	na	runsapprox	0.03	0.00	0.02	94%	4988	376	0	0.040196
spneumo_pangenome_k32.r_0.01.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.01	prophasm	23	na	default	0.23	0.01	0.26	123%	24672	0	0	0.250593
spneumo_pangenome_k32.r_0.01.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.01	prophasm	23	na	ones	0.27	0.00	0.26	99%	5232	3680	0	0.277495
spneumo_pangenome_k32.r_0.01.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	prophasm	23	na	runsapprox	0.43	0.02	0.40	97%	13056	0	0	0.441194
spneumo_pangenome_k32.r_0.05.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.05	prophasm	23	na	default	0.75	0.03	0.99	136%	60008	0	0	0.794451
spneumo_pangenome_k32.r_0.05.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.05	prophasm	23	na	ones	1.73	0.03	1.68	99%	12644	17656	0	1.734381
spneumo_pangenome_k32.r_0.05.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	prophasm	23	na	runsapprox	3.05	0.04	2.98	99%	58248	0	0	3.05973
spneumo_pangenome_k32.r_0.1.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.1	prophasm	23	na	default	1.38	0.15	1.87	146%	98028	0	0	1.443151
spneumo_pangenome_k32.r_0.1.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.1	prophasm	23	na	ones	2.15	0.02	2.13	99%	21092	33512	0	2.163222
spneumo_pangenome_k32.r_0.1.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	prophasm	23	na	runsapprox	4.48	0.07	4.40	99%	113872	0	0	4.490405
spneumo_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.2	prophasm	23	na	default	2.39	0.19	3.20	141%	160864	0	0	2.48782
spneumo_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.2	prophasm	23	na	ones	6.54	0.08	6.44	99%	38000	59824	0	6.551158
spneumo_pangenome_k32.r_0.2.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	prophasm	23	na	runsapprox	10.11	0.11	9.98	99%	221044	0	0	10.117801
spneumo_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.3	prophasm	23	na	default	2.70	0.20	3.92	152%	205796	0	0	2.833585
spneumo_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.3	prophasm	23	na	ones	10.20	0.11	10.04	99%	38000	79064	0	10.204415
spneumo_pangenome_k32.r_0.3.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	prophasm	23	na	runsapprox	21.08	0.23	20.76	99%	277060	0	0	21.084109
spneumo_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.4	prophasm	23	na	default	3.22	0.26	4.46	146%	233420	0	0	3.375267
spneumo_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.4	prophasm	23	na	ones	12.72	0.15	12.48	99%	72272	91368	0	12.729869
spneumo_pangenome_k32.r_0.4.S_prophasm.k_23.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	prophasm	23	na	runsapprox	19.25	0.19	19.01	99%	434380	0	0	19.262974
spneumo_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.M_default	spneumo_pangenome_k32	0.5	prophasm	23	na	default	3.61	0.31	5.17	152%	243804	0	0	3.830633
spneumo_pangenome_k32.r_0.5.S_prophasm.k_23.d_na.M_ones	spneumo_pangenome_k32	0.5	prophasm	23	na	ones	13.11	0.12	12.92	99%	72272	96768	0	13.114173
